ml,mAU
1.148,-1.258752
1.149,-1.257509
1.15,-1.257239
1.15,-1.256873
1.151,-1.256826
1.152,-1.256985
1.153,-1.256166
1.154,-1.256304
1.155,-1.256169
1.155,-1.254626
1.156,-1.253602
1.157,-1.253544
1.158,-1.25414
1.159,-1.255519
1.16,-1.255783
1.16,-1.255679
1.161,-1.256096
1.162,-1.257165
1.163,-1.257728
1.164,-1.256364
1.165,-1.256066
1.165,-1.256442
1.166,-1.255877
1.167,-1.255334
1.168,-1.255447
1.169,-1.256213
1.17,-1.255903
1.17,-1.254484
1.171,-1.2557
1.172,-1.256482
1.173,-1.256561
1.174,-1.257162
1.175,-1.256536
1.175,-1.257376
1.176,-1.26014
1.177,-1.262373
1.178,-1.26377
1.179,-1.264412
1.18,-1.26545
1.18,-1.266684
1.181,-1.267313
1.182,-1.268276
1.183,-1.269291
1.184,-1.269658
1.185,-1.270693
1.185,-1.271779
1.186,-1.272327
1.187,-1.272961
1.188,-1.272795
1.189,-1.272606
1.19,-1.273724
1.19,-1.276482
1.191,-1.278653
1.192,-1.279578
1.193,-1.280751
1.194,-1.281953
1.195,-1.28276
1.195,-1.28449
1.196,-1.285746
1.197,-1.285006
1.198,-1.285951
1.199,-1.28573
1.2,-1.284972
1.2,-1.285597
1.201,-1.286747
1.202,-1.288557
1.203,-1.290201
1.204,-1.291
1.205,-1.293178
1.205,-1.295857
1.206,-1.296908
1.207,-1.297482
1.208,-1.298302
1.209,-1.299404
1.21,-1.301315
1.21,-1.302824
1.211,-1.303025
1.212,-1.303981
1.213,-1.304577
1.214,-1.304975
1.214,-1.306253
1.215,-1.308599
1.216,-1.310102
1.217,-1.31177
1.218,-1.313657
1.219,-1.315242
1.219,-1.31718
1.22,-1.319212
1.221,-1.320645
1.222,-1.322269
1.223,-1.323329
1.224,-1.324596
1.224,-1.324477
1.225,-1.325354
1.226,-1.326903
1.227,-1.328467
1.228,-1.329604
1.229,-1.330837
1.229,-1.331847
1.23,-1.332377
1.231,-1.333988
1.232,-1.33613
1.233,-1.336869
1.234,-1.337468
1.234,-1.337333
1.235,-1.33715
1.236,-1.337249
1.237,-1.337634
1.238,-1.339164
1.239,-1.339958
1.239,-1.340298
1.24,-1.342196
1.241,-1.344638
1.242,-1.345569
1.243,-1.345529
1.244,-1.34678
1.244,-1.347728
1.245,-1.348635
1.246,-1.348872
1.247,-1.349239
1.248,-1.349696
1.249,-1.34963
1.249,-1.350648
1.25,-1.351952
1.251,-1.353879
1.252,-1.35398
1.253,-1.352173
1.254,-1.352518
1.254,-1.354046
1.255,-1.356224
1.256,-1.361047
1.257,-1.361733
1.258,-1.363628
1.259,-1.363319
1.259,-1.363351
1.26,-1.363463
1.261,-1.363695
1.262,-1.363503
1.263,-1.363007
1.264,-1.364244
1.264,-1.362732
1.265,-1.361784
1.266,-1.361687
1.267,-1.36175
1.268,-1.361683
1.269,-1.361456
1.269,-1.362853
1.27,-1.364169
1.271,-1.365201
1.272,-1.365296
1.273,-1.36649
1.274,-1.368755
1.274,-1.369678
1.275,-1.370024
1.276,-1.370927
1.277,-1.370149
1.278,-1.369523
1.279,-1.368851
1.279,-1.368711
1.28,-1.368576
1.281,-1.369212
1.282,-1.369301
1.283,-1.368976
1.284,-1.370367
1.284,-1.370425
1.285,-1.372537
1.286,-1.373919
1.287,-1.374264
1.288,-1.374107
1.289,-1.375223
1.289,-1.376301
1.29,-1.378824
1.291,-1.379412
1.292,-1.380854
1.293,-1.381747
1.294,-1.382774
1.294,-1.38317
1.295,-1.383903
1.296,-1.384694
1.297,-1.385347
1.298,-1.386661
1.299,-1.388409
1.299,-1.388658
1.3,-1.389761
1.301,-1.390826
1.302,-1.391671
1.303,-1.391535
1.304,-1.393858
1.304,-1.395418
1.305,-1.397634
1.306,-1.399378
1.307,-1.398199
1.308,-1.399639
1.308,-1.40107
1.309,-1.399347
1.31,-1.402359
1.311,-1.401174
1.312,-1.40135
1.313,-1.39994
1.313,-1.400655
1.314,-1.401814
1.315,-1.401039
1.316,-1.401824
1.317,-1.400637
1.318,-1.400718
1.318,-1.399264
1.319,-1.398055
1.32,-1.398898
1.321,-1.398547
1.322,-1.399645
1.323,-1.398744
1.323,-1.399444
1.324,-1.398578
1.325,-1.397182
1.326,-1.397525
1.327,-1.396834
1.328,-1.397186
1.328,-1.398166
1.329,-1.399024
1.33,-1.400644
1.331,-1.400065
1.332,-1.401164
1.333,-1.402014
1.333,-1.401861
1.334,-1.401772
1.335,-1.401566
1.336,-1.40319
1.337,-1.402966
1.338,-1.404431
1.338,-1.405387
1.339,-1.404719
1.34,-1.405176
1.341,-1.40667
1.342,-1.406254
1.343,-1.405897
1.343,-1.406332
1.344,-1.405104
1.345,-1.404338
1.346,-1.404684
1.347,-1.405153
1.348,-1.405705
1.348,-1.406276
1.349,-1.40551
1.35,-1.404776
1.351,-1.405335
1.352,-1.405957
1.353,-1.405405
1.353,-1.406126
1.354,-1.407296
1.355,-1.407941
1.356,-1.408511
1.357,-1.409845
1.358,-1.411026
1.358,-1.408684
1.359,-1.401699
1.36,-1.398238
1.361,-1.399643
1.362,-1.399336
1.363,-1.401067
1.363,-1.402862
1.364,-1.403421
1.365,-1.405108
1.366,-1.406435
1.367,-1.408558
1.368,-1.407337
1.368,-1.407281
1.369,-1.40746
1.37,-1.408133
1.371,-1.411503
1.372,-1.413516
1.373,-1.41168
1.373,-1.411588
1.374,-1.410347
1.375,-1.410181
1.376,-1.412255
1.377,-1.411552
1.378,-1.408477
1.378,-1.408128
1.379,-1.410608
1.38,-1.416142
1.381,-1.420412
1.382,-1.41991
1.383,-1.419434
1.383,-1.419471
1.384,-1.419786
1.385,-1.418929
1.386,-1.418265
1.387,-1.41849
1.388,-1.418172
1.388,-1.419344
1.389,-1.419961
1.39,-1.421397
1.391,-1.420746
1.392,-1.419039
1.393,-1.417341
1.393,-1.419414
1.394,-1.421048
1.395,-1.421054
1.396,-1.421965
1.397,-1.420183
1.397,-1.422181
1.398,-1.423336
1.399,-1.423621
1.4,-1.424238
1.401,-1.42466
1.402,-1.425595
1.402,-1.425463
1.403,-1.426835
1.404,-1.425709
1.405,-1.423369
1.406,-1.424499
1.407,-1.423921
1.407,-1.422902
1.408,-1.422027
1.409,-1.421404
1.41,-1.421811
1.411,-1.421849
1.412,-1.423775
1.412,-1.424556
1.413,-1.424541
1.414,-1.42454
1.415,-1.423704
1.416,-1.423115
1.417,-1.421268
1.417,-1.421489
1.418,-1.420078
1.419,-1.421441
1.42,-1.422189
1.421,-1.42251
1.422,-1.423152
1.422,-1.425243
1.423,-1.427517
1.424,-1.426815
1.425,-1.427393
1.426,-1.429884
1.427,-1.429983
1.427,-1.432137
1.428,-1.432969
1.429,-1.433532
1.43,-1.434212
1.431,-1.432591
1.432,-1.431289
1.432,-1.430237
1.433,-1.430595
1.434,-1.431036
1.435,-1.431573
1.436,-1.430906
1.437,-1.431361
1.437,-1.434799
1.438,-1.434667
1.439,-1.434629
1.44,-1.434301
1.441,-1.434388
1.442,-1.435298
1.442,-1.435466
1.443,-1.432502
1.444,-1.429526
1.445,-1.430078
1.446,-1.431605
1.447,-1.431431
1.447,-1.432852
1.448,-1.432707
1.449,-1.434408
1.45,-1.434076
1.451,-1.43449
1.452,-1.436577
1.452,-1.438488
1.453,-1.438348
1.454,-1.439579
1.455,-1.440333
1.456,-1.440411
1.457,-1.440741
1.457,-1.441674
1.458,-1.440205
1.459,-1.441572
1.46,-1.442234
1.461,-1.444645
1.462,-1.446567
1.462,-1.448516
1.463,-1.448991
1.464,-1.449814
1.465,-1.452286
1.466,-1.453275
1.467,-1.451741
1.467,-1.451403
1.468,-1.45186
1.469,-1.452072
1.47,-1.452638
1.471,-1.453217
1.472,-1.452631
1.472,-1.452652
1.473,-1.452383
1.474,-1.452014
1.475,-1.450883
1.476,-1.450727
1.477,-1.451017
1.477,-1.451234
1.478,-1.450968
1.479,-1.450765
1.48,-1.450545
1.481,-1.450679
1.482,-1.448636
1.482,-1.445317
1.483,-1.442544
1.484,-1.442414
1.485,-1.443005
1.486,-1.442981
1.487,-1.443
1.487,-1.445268
1.488,-1.445304
1.489,-1.444827
1.49,-1.445853
1.491,-1.444778
1.491,-1.444365
1.492,-1.444776
1.493,-1.44468
1.494,-1.445409
1.495,-1.446385
1.496,-1.445919
1.496,-1.444759
1.497,-1.444774
1.498,-1.446116
1.499,-1.446449
1.5,-1.446734
1.501,-1.445913
1.501,-1.44593
1.502,-1.445059
1.503,-1.44592
1.504,-1.44662
1.505,-1.446582
1.506,-1.44568
1.506,-1.444728
1.507,-1.444614
1.508,-1.443125
1.509,-1.443475
1.51,-1.444128
1.511,-1.443374
1.511,-1.444397
1.512,-1.444194
1.513,-1.444797
1.514,-1.444717
1.515,-1.442793
1.516,-1.441638
1.516,-1.442586
1.517,-1.44312
1.518,-1.441663
1.519,-1.439068
1.52,-1.437639
1.521,-1.435828
1.521,-1.43459
1.522,-1.434741
1.523,-1.435889
1.524,-1.436194
1.525,-1.43706
1.526,-1.438505
1.526,-1.438581
1.527,-1.438275
1.528,-1.437951
1.529,-1.438941
1.53,-1.43894
1.531,-1.436718
1.531,-1.434692
1.532,-1.433666
1.533,-1.435158
1.534,-1.435554
1.535,-1.435536
1.536,-1.437132
1.536,-1.437737
1.537,-1.438869
1.538,-1.44116
1.539,-1.442278
1.54,-1.442912
1.541,-1.443627
1.541,-1.44587
1.542,-1.446554
1.543,-1.44527
1.544,-1.44271
1.545,-1.44206
1.546,-1.44068
1.546,-1.439665
1.547,-1.440247
1.548,-1.441427
1.549,-1.441964
1.55,-1.440616
1.551,-1.44
1.551,-1.442172
1.552,-1.442912
1.553,-1.441975
1.554,-1.4401
1.555,-1.439891
1.556,-1.440705
1.556,-1.441503
1.557,-1.44147
1.558,-1.440328
1.559,-1.43842
1.56,-1.438647
1.561,-1.439666
1.561,-1.439715
1.562,-1.439019
1.563,-1.439057
1.564,-1.439602
1.565,-1.44118
1.566,-1.441661
1.566,-1.440623
1.567,-1.440258
1.568,-1.440832
1.569,-1.44058
1.57,-1.439879
1.571,-1.44054
1.571,-1.441501
1.572,-1.440781
1.573,-1.440635
1.574,-1.442159
1.575,-1.442948
1.576,-1.44266
1.576,-1.441233
1.577,-1.439546
1.578,-1.438476
1.579,-1.437609
1.58,-1.437101
1.581,-1.436929
1.581,-1.436535
1.582,-1.437019
1.583,-1.437713
1.584,-1.438361
1.585,-1.438871
1.585,-1.438777
1.586,-1.4387
1.587,-1.439006
1.588,-1.43938
1.589,-1.439048
1.59,-1.438508
1.59,-1.4374
1.591,-1.436506
1.592,-1.436237
1.593,-1.436367
1.594,-1.435972
1.595,-1.435814
1.595,-1.435761
1.596,-1.435681
1.597,-1.436443
1.598,-1.43685
1.599,-1.437693
1.6,-1.439149
1.6,-1.439033
1.601,-1.438644
1.602,-1.438813
1.603,-1.437803
1.604,-1.437193
1.605,-1.436669
1.605,-1.436903
1.606,-1.436938
1.607,-1.436678
1.608,-1.438416
1.609,-1.438952
1.61,-1.438732
1.61,-1.43885
1.611,-1.439495
1.612,-1.440174
1.613,-1.440183
1.614,-1.440815
1.615,-1.442208
1.615,-1.442529
1.616,-1.443428
1.617,-1.44493
1.618,-1.445494
1.619,-1.445997
1.62,-1.446475
1.62,-1.445848
1.621,-1.445152
1.622,-1.445781
1.623,-1.44594
1.624,-1.446757
1.625,-1.44783
1.625,-1.448896
1.626,-1.449899
1.627,-1.4504
1.628,-1.451321
1.629,-1.451273
1.63,-1.45145
1.63,-1.452852
1.631,-1.453956
1.632,-1.455522
1.633,-1.455977
1.634,-1.456426
1.635,-1.457611
1.635,-1.45724
1.636,-1.456925
1.637,-1.45743
1.638,-1.457455
1.639,-1.457462
1.64,-1.458087
1.64,-1.459408
1.641,-1.46041
1.642,-1.462056
1.643,-1.462764
1.644,-1.463014
1.645,-1.46414
1.645,-1.464257
1.646,-1.463565
1.647,-1.463464
1.648,-1.463788
1.649,-1.464531
1.65,-1.465652
1.65,-1.465476
1.651,-1.464377
1.652,-1.463069
1.653,-1.462877
1.654,-1.463426
1.655,-1.463717
1.655,-1.464084
1.656,-1.464928
1.657,-1.465952
1.658,-1.466342
1.659,-1.465578
1.66,-1.466083
1.66,-1.466601
1.661,-1.465637
1.662,-1.465027
1.663,-1.464374
1.664,-1.464133
1.665,-1.465342
1.665,-1.466789
1.666,-1.467851
1.667,-1.469023
1.668,-1.470123
1.669,-1.470529
1.67,-1.470648
1.67,-1.470999
1.671,-1.471054
1.672,-1.471361
1.673,-1.472183
1.674,-1.472622
1.675,-1.472403
1.675,-1.47218
1.676,-1.471541
1.677,-1.471073
1.678,-1.470159
1.679,-1.468995
1.679,-1.469635
1.68,-1.469724
1.681,-1.469122
1.682,-1.467722
1.683,-1.467647
1.684,-1.468202
1.684,-1.469319
1.685,-1.469416
1.686,-1.467202
1.687,-1.466887
1.688,-1.466549
1.689,-1.467232
1.689,-1.467255
1.69,-1.467879
1.691,-1.467012
1.692,-1.46701
1.693,-1.467729
1.694,-1.468364
1.694,-1.467791
1.695,-1.467117
1.696,-1.465981
1.697,-1.467242
1.698,-1.467845
1.699,-1.469651
1.699,-1.471035
1.7,-1.470803
1.701,-1.470569
1.702,-1.469548
1.703,-1.469898
1.704,-1.470248
1.704,-1.469195
1.705,-1.468679
1.706,-1.468418
1.707,-1.468863
1.708,-1.467879
1.709,-1.46791
1.709,-1.467761
1.71,-1.468181
1.711,-1.468861
1.712,-1.468971
1.713,-1.468601
1.714,-1.468623
1.714,-1.468851
1.715,-1.470123
1.716,-1.471289
1.717,-1.471407
1.718,-1.469832
1.719,-1.470054
1.719,-1.469593
1.72,-1.46971
1.721,-1.47098
1.722,-1.471249
1.723,-1.472213
1.724,-1.472976
1.724,-1.473336
1.725,-1.473646
1.726,-1.472848
1.727,-1.472526
1.728,-1.472321
1.729,-1.474451
1.729,-1.474651
1.73,-1.47315
1.731,-1.471999
1.732,-1.470366
1.733,-1.470616
1.734,-1.471768
1.734,-1.471229
1.735,-1.471407
1.736,-1.471126
1.737,-1.470869
1.738,-1.470904
1.739,-1.471462
1.739,-1.47023
1.74,-1.469919
1.741,-1.469193
1.742,-1.467731
1.743,-1.467145
1.744,-1.466314
1.744,-1.466888
1.745,-1.467489
1.746,-1.468912
1.747,-1.469307
1.748,-1.469959
1.749,-1.468644
1.749,-1.465933
1.75,-1.464923
1.751,-1.463547
1.752,-1.464405
1.753,-1.465536
1.754,-1.463777
1.754,-1.463616
1.755,-1.464389
1.756,-1.464715
1.757,-1.464253
1.758,-1.463592
1.759,-1.463305
1.759,-1.463492
1.76,-1.463547
1.761,-1.462215
1.762,-1.462708
1.763,-1.462497
1.764,-1.463526
1.764,-1.464386
1.765,-1.464557
1.766,-1.464816
1.767,-1.463506
1.768,-1.464514
1.769,-1.465053
1.769,-1.465754
1.77,-1.468104
1.771,-1.470362
1.772,-1.473974
1.773,-1.473502
1.773,-1.472728
1.774,-1.47326
1.775,-1.473472
1.776,-1.472827
1.777,-1.472677
1.778,-1.473448
1.778,-1.475057
1.779,-1.475975
1.78,-1.476456
1.781,-1.477047
1.782,-1.479088
1.783,-1.479493
1.783,-1.480505
1.784,-1.480492
1.785,-1.480208
1.786,-1.480255
1.787,-1.477667
1.788,-1.477823
1.788,-1.47772
1.789,-1.478264
1.79,-1.480518
1.791,-1.479915
1.792,-1.479905
1.793,-1.478418
1.793,-1.478196
1.794,-1.479687
1.795,-1.481874
1.796,-1.48098
1.797,-1.481566
1.798,-1.483117
1.798,-1.484188
1.799,-1.484209
1.8,-1.485875
1.801,-1.485642
1.802,-1.485804
1.803,-1.486215
1.803,-1.485307
1.804,-1.483847
1.805,-1.483424
1.806,-1.484957
1.807,-1.484339
1.808,-1.485313
1.808,-1.485081
1.809,-1.483929
1.81,-1.482969
1.811,-1.481755
1.812,-1.481666
1.813,-1.480331
1.813,-1.48025
1.814,-1.48168
1.815,-1.481716
1.816,-1.482248
1.817,-1.483642
1.818,-1.483818
1.818,-1.482909
1.819,-1.482005
1.82,-1.480573
1.821,-1.480043
1.822,-1.479722
1.823,-1.480115
1.823,-1.478496
1.824,-1.478265
1.825,-1.479248
1.826,-1.479697
1.827,-1.478542
1.828,-1.47855
1.828,-1.478895
1.829,-1.481048
1.83,-1.482866
1.831,-1.484069
1.832,-1.485336
1.833,-1.483984
1.833,-1.485274
1.834,-1.485512
1.835,-1.486507
1.836,-1.487344
1.837,-1.4853
1.838,-1.48247
1.838,-1.482494
1.839,-1.482879
1.84,-1.482904
1.841,-1.484164
1.842,-1.482289
1.843,-1.483849
1.843,-1.483302
1.844,-1.484435
1.845,-1.485544
1.846,-1.48496
1.847,-1.484615
1.848,-1.485318
1.848,-1.485161
1.849,-1.486061
1.85,-1.484228
1.851,-1.483902
1.852,-1.483895
1.853,-1.482521
1.853,-1.485965
1.854,-1.484929
1.855,-1.484894
1.856,-1.481515
1.857,-1.481363
1.858,-1.481495
1.858,-1.483915
1.859,-1.481943
1.86,-1.481266
1.861,-1.480448
1.862,-1.481339
1.863,-1.48385
1.863,-1.485072
1.864,-1.483696
1.865,-1.484441
1.866,-1.482282
1.867,-1.485156
1.867,-1.485255
1.868,-1.484357
1.869,-1.485809
1.87,-1.485337
1.871,-1.487271
1.872,-1.485146
1.872,-1.483104
1.873,-1.48219
1.874,-1.481465
1.875,-1.480723
1.876,-1.479427
1.877,-1.479973
1.877,-1.477548
1.878,-1.47806
1.879,-1.479808
1.88,-1.480362
1.881,-1.480626
1.882,-1.481594
1.882,-1.48099
1.883,-1.479736
1.884,-1.479006
1.885,-1.479363
1.886,-1.479683
1.887,-1.480708
1.887,-1.478981
1.888,-1.479809
1.889,-1.48125
1.89,-1.480456
1.891,-1.481103
1.892,-1.480335
1.892,-1.482657
1.893,-1.484044
1.894,-1.484599
1.895,-1.485202
1.896,-1.487538
1.897,-1.489273
1.897,-1.490068
1.898,-1.489839
1.899,-1.489824
1.9,-1.487847
1.901,-1.488599
1.902,-1.488317
1.902,-1.487919
1.903,-1.488026
1.904,-1.488656
1.905,-1.487765
1.906,-1.488403
1.907,-1.487245
1.907,-1.48746
1.908,-1.487523
1.909,-1.48777
1.91,-1.486251
1.911,-1.487221
1.912,-1.486143
1.912,-1.48581
1.913,-1.483566
1.914,-1.483033
1.915,-1.485784
1.916,-1.486011
1.917,-1.483976
1.917,-1.482923
1.918,-1.483726
1.919,-1.485382
1.92,-1.485469
1.921,-1.484046
1.922,-1.485072
1.922,-1.486726
1.923,-1.486018
1.924,-1.483773
1.925,-1.483867
1.926,-1.485354
1.927,-1.485571
1.927,-1.486103
1.928,-1.487937
1.929,-1.488749
1.93,-1.487746
1.931,-1.487637
1.932,-1.489175
1.932,-1.489239
1.933,-1.489709
1.934,-1.490654
1.935,-1.492527
1.936,-1.491589
1.937,-1.489715
1.937,-1.490039
1.938,-1.490481
1.939,-1.488881
1.94,-1.487729
1.941,-1.489205
1.942,-1.490335
1.942,-1.489641
1.943,-1.4893
1.944,-1.490599
1.945,-1.491277
1.946,-1.492261
1.947,-1.492458
1.947,-1.492864
1.948,-1.493616
1.949,-1.493931
1.95,-1.49534
1.951,-1.494663
1.952,-1.494881
1.952,-1.493016
1.953,-1.494075
1.954,-1.494245
1.955,-1.493784
1.956,-1.493867
1.957,-1.492754
1.957,-1.493015
1.958,-1.493884
1.959,-1.49467
1.96,-1.496522
1.961,-1.498325
1.961,-1.497281
1.962,-1.498422
1.963,-1.498466
1.964,-1.497619
1.965,-1.496953
1.966,-1.498134
1.966,-1.497334
1.967,-1.495626
1.968,-1.494413
1.969,-1.494622
1.97,-1.495304
1.971,-1.494298
1.971,-1.495928
1.972,-1.497647
1.973,-1.499701
1.974,-1.499713
1.975,-1.500804
1.976,-1.50273
1.976,-1.502998
1.977,-1.503236
1.978,-1.503754
1.979,-1.502313
1.98,-1.501433
1.981,-1.498972
1.981,-1.497658
1.982,-1.497555
1.983,-1.496373
1.984,-1.497727
1.985,-1.498014
1.986,-1.497869
1.986,-1.498605
1.987,-1.499087
1.988,-1.500549
1.989,-1.502279
1.99,-1.502109
1.991,-1.500475
1.991,-1.499449
1.992,-1.500993
1.993,-1.500856
1.994,-1.501188
1.995,-1.500584
1.996,-1.499139
1.996,-1.497315
1.997,-1.496357
1.998,-1.497127
1.999,-1.498386
2,-1.50038
2.001,-1.501464
2.001,-1.502954
2.002,-1.504256
2.003,-1.504668
2.004,-1.505011
2.005,-1.50456
2.006,-1.503341
2.006,-1.50205
2.007,-1.501308
2.008,-1.50046
2.009,-1.49926
2.01,-1.499334
2.011,-1.500459
2.011,-1.500857
2.012,-1.500529
2.013,-1.497812
2.014,-1.497307
2.015,-1.49671
2.016,-1.495827
2.016,-1.496719
2.017,-1.49864
2.018,-1.49787
2.019,-1.496013
2.02,-1.494195
2.021,-1.492628
2.021,-1.491337
2.022,-1.491521
2.023,-1.491579
2.024,-1.493224
2.025,-1.495269
2.026,-1.495538
2.026,-1.496278
2.027,-1.497356
2.028,-1.497949
2.029,-1.49948
2.03,-1.500588
2.031,-1.499481
2.031,-1.497399
2.032,-1.496987
2.033,-1.497051
2.034,-1.4971
2.035,-1.495864
2.036,-1.494983
2.036,-1.495179
2.037,-1.495666
2.038,-1.495088
2.039,-1.495682
2.04,-1.496043
2.041,-1.496853
2.041,-1.49795
2.042,-1.498574
2.043,-1.497656
2.044,-1.497869
2.045,-1.496732
2.046,-1.494722
2.046,-1.494904
2.047,-1.494479
2.048,-1.494017
2.049,-1.493832
2.05,-1.492912
2.051,-1.491384
2.051,-1.490711
2.052,-1.491803
2.053,-1.493769
2.054,-1.494812
2.055,-1.495499
2.055,-1.497002
2.056,-1.498578
2.057,-1.499722
2.058,-1.499935
2.059,-1.500546
2.06,-1.50167
2.06,-1.502584
2.061,-1.503065
2.062,-1.503258
2.063,-1.50429
2.064,-1.503594
2.065,-1.50169
2.065,-1.500368
2.066,-1.500198
2.067,-1.500675
2.068,-1.500573
2.069,-1.500952
2.07,-1.500401
2.07,-1.499544
2.071,-1.499884
2.072,-1.500746
2.073,-1.500925
2.074,-1.499081
2.075,-1.498819
2.075,-1.500039
2.076,-1.499775
2.077,-1.498991
2.078,-1.499192
2.079,-1.499901
2.08,-1.499222
2.08,-1.498606
2.081,-1.497785
2.082,-1.497431
2.083,-1.498461
2.084,-1.499525
2.085,-1.501147
2.085,-1.502976
2.086,-1.50375
2.087,-1.502998
2.088,-1.501032
2.089,-1.499778
2.09,-1.500034
2.09,-1.501596
2.091,-1.502634
2.092,-1.502846
2.093,-1.502293
2.094,-1.501488
2.095,-1.501554
2.095,-1.501261
2.096,-1.500431
2.097,-1.49989
2.098,-1.500601
2.099,-1.500533
2.1,-1.499283
2.1,-1.498471
2.101,-1.497807
2.102,-1.497307
2.103,-1.496873
2.104,-1.494818
2.105,-1.493076
2.105,-1.492166
2.106,-1.490563
2.107,-1.489312
2.108,-1.49044
2.109,-1.49227
2.11,-1.494786
2.11,-1.496125
2.111,-1.495337
2.112,-1.49486
2.113,-1.495047
2.114,-1.494518
2.115,-1.493818
2.115,-1.493782
2.116,-1.493845
2.117,-1.493088
2.118,-1.4928
2.119,-1.491383
2.12,-1.490596
2.12,-1.491574
2.121,-1.492954
2.122,-1.493467
2.123,-1.494457
2.124,-1.496297
2.125,-1.496977
2.125,-1.496879
2.126,-1.497483
2.127,-1.499514
2.128,-1.500292
2.129,-1.500872
2.13,-1.501984
2.13,-1.502322
2.131,-1.501845
2.132,-1.501801
2.133,-1.501667
2.134,-1.501685
2.135,-1.501891
2.135,-1.500885
2.136,-1.49983
2.137,-1.49941
2.138,-1.499198
2.139,-1.498675
2.14,-1.498674
2.14,-1.498104
2.141,-1.496961
2.142,-1.495652
2.143,-1.493441
2.144,-1.490479
2.145,-1.489302
2.145,-1.489481
2.146,-1.490227
2.147,-1.491063
2.148,-1.490607
2.149,-1.490121
2.149,-1.487754
2.15,-1.485948
2.151,-1.485851
2.152,-1.485813
2.153,-1.486171
2.154,-1.485441
2.154,-1.482761
2.155,-1.479696
2.156,-1.477895
2.157,-1.477033
2.158,-1.476484
2.159,-1.476034
2.159,-1.47622
2.16,-1.477377
2.161,-1.477828
2.162,-1.478508
2.163,-1.477443
2.164,-1.4794
2.164,-1.483127
2.165,-1.482936
2.166,-1.481744
2.167,-1.481824
2.168,-1.479799
2.169,-1.48024
2.169,-1.481214
2.17,-1.482005
2.171,-1.481629
2.172,-1.480968
2.173,-1.480129
2.174,-1.480964
2.174,-1.48193
2.175,-1.48582
2.176,-1.489713
2.177,-1.492804
2.178,-1.493972
2.179,-1.49457
2.179,-1.49631
2.18,-1.497059
2.181,-1.497458
2.182,-1.497574
2.183,-1.497706
2.184,-1.499035
2.184,-1.498532
2.185,-1.496349
2.186,-1.496088
2.187,-1.49563
2.188,-1.496087
2.189,-1.498276
2.189,-1.498552
2.19,-1.496696
2.191,-1.496336
2.192,-1.496787
2.193,-1.496779
2.194,-1.497981
2.194,-1.497352
2.195,-1.496453
2.196,-1.495861
2.197,-1.495298
2.198,-1.495965
2.199,-1.497078
2.199,-1.497407
2.2,-1.496355
2.201,-1.495826
2.202,-1.495904
2.203,-1.494652
2.204,-1.492865
2.204,-1.49179
2.205,-1.49245
2.206,-1.49375
2.207,-1.495108
2.208,-1.496181
2.209,-1.497211
2.209,-1.496156
2.21,-1.496292
2.211,-1.499805
2.212,-1.501227
2.213,-1.502715
2.214,-1.50288
2.214,-1.502412
2.215,-1.501108
2.216,-1.501947
2.217,-1.50096
2.218,-1.500474
2.219,-1.499593
2.219,-1.497928
2.22,-1.496135
2.221,-1.496329
2.222,-1.496341
2.223,-1.495311
2.224,-1.495162
2.224,-1.495716
2.225,-1.495972
2.226,-1.496879
2.227,-1.496587
2.228,-1.496591
2.229,-1.498077
2.229,-1.497388
2.23,-1.496605
2.231,-1.495196
2.232,-1.494101
2.233,-1.493394
2.234,-1.491855
2.234,-1.4919
2.235,-1.490805
2.236,-1.49053
2.237,-1.489143
2.238,-1.489117
2.239,-1.489891
2.239,-1.492034
2.24,-1.492098
2.241,-1.493118
2.242,-1.493052
2.243,-1.493475
2.243,-1.493179
2.244,-1.492121
2.245,-1.493031
2.246,-1.493174
2.247,-1.492235
2.248,-1.492606
2.248,-1.493256
2.249,-1.490962
2.25,-1.490615
2.251,-1.489891
2.252,-1.490975
2.253,-1.491012
2.253,-1.491631
2.254,-1.492234
2.255,-1.492127
2.256,-1.495447
2.257,-1.498136
2.258,-1.499551
2.258,-1.498495
2.259,-1.497792
2.26,-1.496338
2.261,-1.49757
2.262,-1.498419
2.263,-1.498504
2.263,-1.499929
2.264,-1.497953
2.265,-1.500126
2.266,-1.500107
2.267,-1.504528
2.268,-1.426746
2.268,-1.342358
2.269,-1.286476
2.27,-1.277735
2.271,-1.274567
2.272,-1.27702
2.273,-1.275731
2.273,-1.273468
2.274,-1.272722
2.275,-1.271583
2.276,-1.271781
2.277,-1.269528
2.278,-1.267076
2.278,-1.266613
2.279,-1.267111
2.28,-1.268896
2.281,-1.268846
2.282,-1.269065
2.283,-1.268233
2.283,-1.270106
2.284,-1.26895
2.285,-1.269615
2.286,-1.27014
2.287,-1.269676
2.288,-1.270953
2.288,-1.349564
2.289,-1.432733
2.29,-1.483996
2.291,-1.494748
2.292,-1.497784
2.293,-1.495994
2.293,-1.495283
2.294,-1.496297
2.295,-1.497098
2.296,-1.50002
2.297,-1.500898
2.298,-1.502228
2.298,-1.502727
2.299,-1.501241
2.3,-1.502345
2.301,-1.50141
2.302,-1.501192
2.303,-1.500922
2.303,-1.503184
2.304,-1.500731
2.305,-1.502307
2.306,-1.50235
2.307,-1.502064
2.308,-1.502846
2.308,-1.501797
2.309,-1.501058
2.31,-1.502272
2.311,-1.501949
